arr_observation_id,company_id,article_id,observation_date,arr_usd,arr_raw_value,arr_currency,arr_is_range
ARR-80CCD41A33E07BD01203C78E,COMP-D3E00D24B34937E8,ART-B9FF58483A1F3CA1,2024-03-06,96900000000,$96.900B,USD,False
ARR-1734FCB48FCE7509B82D22D6,COMP-6D785501E2B59644,ART-A16925BA99B1DF7B,2024-06-21,7722000000,$7722.0M,USD,False
ARR-7B56D638DCE7D34B57AB699B,COMP-296ABB15D702EA5D,ART-9AAD2A38C0CD9CC3,2024-05-26,1350000000,"$1,350,000,000",USD,False
ARR-81885E9C454A2C6853A02E12,COMP-7AD8A9012E991995,ART-282ACB1768C46DBF,2024-07-09,399000000,$0.399 billion,USD,False
ARR-6971E6DF37021CD047D0E599,COMP-B780A23B530EF6BB,ART-5669EA9ED934165C,2023-02-28,320000000,320.0M USD,USD,False
ARR-A35E0D0C1C9232F40E951E8A,COMP-54AADC94970AD31E,ART-F8C7DD9A9714EC2B,2022-12-24,1700000000,"¥255,000,000,000",JPY,False
ARR-9E663711150B24751C76BB1A,COMP-D7B6461815275268,ART-03494328D7B3D5F7,2024-06-04,1044000000,$1044.0 million,USD,False
ARR-0E06FC15E5484DB79763890B,COMP-F1905B7E8DD98927,ART-4848607D1A3D6123,2024-02-12,37400000000,$37.400B,USD,False
ARR-4E1D8A46760DEDFA7A65E2D6,COMP-A5A4E8E5266709E9,ART-DC53DD7371D941EC,2024-03-07,1830000000,$1830.0M,USD,False
ARR-9201A5781AE93782B3C620E3,COMP-2D3DAD417C3B2CB2,ART-84367F3C4D79F79A,2024-07-03,3168000000,"$3,168,000,000",USD,False
ARR-9783177EE9CECF903DD70389,COMP-088472395B269710,ART-03C35B5C233381EA,2024-07-18,58500000000,"£46,062,992,126",GBP,False
ARR-29EE6B6F4FF05CC5838EDEE3,COMP-EFD12553D6A4F7E5,ART-5879AC487709EC64,2024-07-14,98880000000,"¥14,832,000,000,000",JPY,False
ARR-D329DDCFFDC120DF54DE129A,COMP-088472395B269710,ART-FF0013FD2099A77B,2024-05-05,54000000000,$51.300B - $56.700B,USD,True
ARR-513F846941799D3C3641CAC3,COMP-A19EE5A9FDC19109,ART-7B96FF77D6E2D692,2023-10-21,1800000000,$1800.0 million,USD,False
ARR-CD1E4344895268D47B2A041E,COMP-3DA36D688D43678F,ART-E2EA93A7AA8AC776,2023-08-15,735000000,$0.735B,USD,False
ARR-AAD555FCC74163F96DAAED43,COMP-A5B966CDCB605CA4,ART-13768902033D758C,2024-02-23,1431000000,$1431.0M,USD,False
ARR-65A9434B53CD324C7A2EE42E,COMP-F4E821747C88DE40,ART-CFAFEC023551F4C0,2024-06-08,9520000000,"$9,520,000,000",USD,False
ARR-3B696AE7B25D03F22B7E0907,COMP-A19EE5A9FDC19109,ART-F67E2942BBB980E4,2024-09-15,3420000000,$3.420 billion,USD,False
ARR-CB132AFE9F982432564BE156,COMP-088472395B269710,ART-2D2AC056A8C676D2,2022-02-26,17500000000,17500.0M USD,USD,False
ARR-A680833FED49D606058D2790,COMP-65AAA4A1B46C7F71,ART-323E8622C8BB786C,2024-10-27,1156000000,"€1,050,909,091",EUR,False
ARR-6BF5A093FDB883B6C2B3BA69,COMP-F0C6ACFF24BC7941,ART-31E147B9B8B2B406,2023-08-21,1640000000,"£1,291,338,583",GBP,False
ARR-C7F1E339204ECBCB7748C6A9,COMP-4D08EC58743327BA,ART-EEC801B26B052BBF,2024-05-28,3672000000,$3.488B - $3.856B,USD,True
ARR-8A1B4E9429CB2C332C01B701,COMP-A5A4E8E5266709E9,ART-7F818F4F7982A716,2024-08-12,1950000000,$1950.0 million,USD,False
ARR-18666040C2F159782A9273AD,COMP-11F3242118FF2ADD,ART-9AFD0A9FC0BF3A4C,2022-11-10,68500000000,$68.500B,USD,False
ARR-293F03B2AE024817BC229AB0,COMP-2D3DAD417C3B2CB2,ART-9A0063654E5D43DE,2024-11-12,3480000000,$3480.0M,USD,False
ARR-E10D6C49174CA63B8E497000,COMP-FDA76B0BCC1E87CF,ART-8135E8477FCA0836,2024-11-16,3612000000,"$3,612,000,000",USD,False
ARR-DD277BEADDBB14CDFD8BA958,COMP-A5B966CDCB605CA4,ART-7BEEF4EBB6389E28,2024-08-21,1566000000,$1.566 billion,USD,False
ARR-F399A08F3C6BAD22A637858C,COMP-D3E00D24B34937E8,ART-81270334A59727E7,2024-07-28,100700000000,100700.0M USD,USD,False
ARR-9DB797E20E4F82EFBA3130D9,COMP-6D785501E2B59644,ART-DA64E201A297BAA0,2024-11-20,8190000000,"€7,445,454,545",EUR,False
ARR-785179CBAF0B4FF94AD4E547,COMP-7AD8A9012E991995,ART-13B4A2E55ED93D32,2023-03-09,310000000,"£244,094,488",GBP,False
ARR-556474BFE2A5A703712519CE,COMP-F0C6ACFF24BC7941,ART-FBD8ADB38A402BF9,2024-05-21,1870000000,"¥280,500,000,000",JPY,False
ARR-ED1E6E32543456518748E9D9,COMP-296ABB15D702EA5D,ART-69B3C89BAB3AE8B5,2023-11-15,1250000000,$1.188B - $1.312B,USD,True
ARR-909B1C5FD99B7DD64EA17B25,COMP-7AD8A9012E991995,ART-870A26B6DB109A32,2024-05-09,399000000,$399.0 million,USD,False
ARR-A0E7A8CB460D9C2EC6BE4EE6,COMP-B780A23B530EF6BB,ART-ACBC1B3B9A2DD7AB,2024-11-17,1034000000,$1.034B,USD,False
ARR-6BDE507E06803F1FE9207583,COMP-FDA76B0BCC1E87CF,ART-E54F8C83DA637F48,2023-05-12,2520000000,$2520.0M,USD,False
ARR-FDBCA8C6195A2D3E4F01B118,COMP-54AADC94970AD31E,ART-82308CC95F44FE23,2022-10-21,1700000000,"$1,700,000,000",USD,False
ARR-4DE7411400C252824FF5EFBD,COMP-D7B6461815275268,ART-F82BE80C58A95553,2023-10-10,900000000,$0.900 billion,USD,False
ARR-6B95826785CCCD9A17002DC1,COMP-F1905B7E8DD98927,ART-C4CF580B9958BCA8,2024-03-24,34680000000,34680.0M USD,USD,False
ARR-CFD1CA144626A02818F08348,COMP-54AADC94970AD31E,ART-D6C7211E487F074C,2023-09-16,2100000000,"€1,909,090,909",EUR,False
ARR-6843A948445D051D39E92BE4,COMP-2D3DAD417C3B2CB2,ART-F473F900EDC93CA7,2024-04-21,2904000000,"£2,286,614,173",GBP,False
ARR-86896903A61798F8925DE454,COMP-EFD12553D6A4F7E5,ART-4E490FCC1697467B,2024-01-19,95040000000,"¥14,256,000,000,000",JPY,False
ARR-D73A5F11C98746183F2C6387,COMP-3DA36D688D43678F,ART-5B4E0350FF5CD61A,2022-08-18,500000000,$475.0M - $525.0M,USD,True
ARR-251A2167DA6BCEDA52337270,COMP-A5B966CDCB605CA4,ART-51DDDD995DF7C36F,2023-05-15,1180000000,$1.180B,USD,False
ARR-073AFB343E2D572697AF4E14,COMP-F4E821747C88DE40,ART-F494C40EA7E287C2,2024-09-16,9520000000,$9520.0M,USD,False
ARR-F2D13D1FE8A0E1D13613E5D9,COMP-A19EE5A9FDC19109,ART-A6C74545439024B6,2024-03-12,2250000000,"$2,250,000,000",USD,False
ARR-211EF5AC648764573160F766,COMP-65AAA4A1B46C7F71,ART-5DB98D46EA65900E,2024-03-13,1019000000,1019.0M USD,USD,False
ARR-77C1A0C4CBFFFA9D8C65CA4F,COMP-F0C6ACFF24BC7941,ART-599D4692BC54F660,2024-06-02,1870000000,"€1,700,000,000",EUR,False
ARR-0C6EA49A4D00FA1569230C17,COMP-4D08EC58743327BA,ART-3D7A00DC49BD3BAE,2022-12-16,2050000000,"£1,614,173,228",GBP,False
ARR-72388BCB0198AD7DCBDA5212,COMP-A5A4E8E5266709E9,ART-535625CEA7E34E21,2024-01-24,1620000000,"¥243,000,000,000",JPY,False
ARR-F2199D153603EDA77910708B,COMP-11F3242118FF2ADD,ART-223E82E86A428F26,2023-05-10,73500000000,$69.825B - $77.175B,USD,True
ARR-E9BEFBDE82EBB6C3529F8A9C,COMP-F4E821747C88DE40,ART-4CA5D47106CF2CA0,2024-11-14,9945000000,$9945.0 million,USD,False
ARR-9066C27A603D393B4A5DA4FB,COMP-D3E00D24B34937E8,ART-EB69EB69A91EFCDD,2022-01-20,70000000000,$70.000B,USD,False
ARR-262CDAF28E2B85BE8D4EEF6E,COMP-6D785501E2B59644,ART-4D4B02D56CC0630F,2024-02-23,7878000000,$7878.0M,USD,False
ARR-738FF498C5820B5B97B50105,COMP-4D08EC58743327BA,ART-31D29A42C76CF99E,2024-03-07,3536000000,"$3,536,000,000",USD,False
ARR-FACF0A192121B7CF19FDAA02,COMP-296ABB15D702EA5D,ART-4C4E2BB7A90FF3CF,2024-06-26,1350000000,$1.350 billion,USD,False
ARR-67C237F8CE901FE220EAD0F2,COMP-7AD8A9012E991995,ART-25D5A80087A95D08,2024-09-10,407000000,407.0M USD,USD,False
ARR-264003F2083C8A4C2FA634E4,COMP-B780A23B530EF6BB,ART-F0539023102FCBD3,2024-08-20,884000000,"¥132,600,000,000",JPY,False
ARR-4BCA45085DC830EC865B7A77,COMP-FDA76B0BCC1E87CF,ART-619A505CFAE11C93,2024-05-27,3192000000,$3.032B - $3.352B,USD,True
ARR-D9109D88293C72FAB138F404,COMP-54AADC94970AD31E,ART-338745E8ABC90517,2024-07-06,2576000000,$2576.0 million,USD,False
ARR-27ECDA0A9F2089792F06AADE,COMP-D7B6461815275268,ART-4A51EA320353543C,2022-08-27,710000000,$0.710B,USD,False
ARR-63A01CE1F0A92371E5519A22,COMP-F1905B7E8DD98927,ART-494CE855ACD8E489,2024-09-10,36380000000,"$36,380,000,000",USD,False
ARR-E37E77C1E56BDF250030F2D5,COMP-2D3DAD417C3B2CB2,ART-DD72FC0CAF5F27A4,2024-10-16,3480000000,$3.480 billion,USD,False
ARR-8DAC25D4CFE57BE56A2EB842,COMP-11F3242118FF2ADD,ART-9AD1F3A25AE97BAF,2024-02-25,79170000000,"€71,972,727,273",EUR,False
ARR-077AC75E89BE1BE4BE6E725A,COMP-11F3242118FF2ADD,ART-99411EEEC7A57B31,2024-12-02,83850000000,"£66,023,622,047",GBP,False
ARR-763884CFCF96EF263DD977D2,COMP-EFD12553D6A4F7E5,ART-707161F30C7BF543,2024-03-22,95040000000,"¥14,256,000,000,000",JPY,False
ARR-E1BAB3A4CFD5964C7068520D,COMP-3DA36D688D43678F,ART-C2609F7203BAC497,2023-11-24,760000000,$722.0M - $798.0M,USD,True
ARR-1A7B5EC9E17A44F28345455C,COMP-D7B6461815275268,ART-79C0E1B0A456265B,2024-05-27,1044000000,$1044.0 million,USD,False
ARR-899BAA6A7EB8F00D720B42DE,COMP-A5B966CDCB605CA4,ART-8400347313DA782B,2024-04-08,1499000000,$1.499B,USD,False
ARR-7BE510C8E90F275A74A364F2,COMP-F4E821747C88DE40,ART-74F0F1C54C38D6F7,2024-01-09,9520000000,$9520.0M,USD,False
ARR-046DDD4A0A0558672DEFDCF1,COMP-A19EE5A9FDC19109,ART-F33C05F3ED93BDF5,2024-04-24,2790000000,"$2,790,000,000",USD,False
ARR-565AF99A147E9B9B5F87A568,COMP-D7B6461815275268,ART-AC714B5142ED7FAA,2024-12-19,1215000000,1215.0M USD,USD,False
ARR-24E69D64B9A721DFFCB270F8,COMP-65AAA4A1B46C7F71,ART-EECEF903F95F6189,2023-02-04,790000000,"€718,181,818",EUR,False
ARR-0081C5EF46CB9A5D8B6BCE0C,COMP-F0C6ACFF24BC7941,ART-6EC4A7D5ACE73CA7,2024-05-03,1870000000,"£1,472,440,945",GBP,False
ARR-8596EC63DF6DF91F40EF0B73,COMP-A5A4E8E5266709E9,ART-63B18C62732BB7AF,2024-05-11,1725000000,"¥258,750,000,000",JPY,False
ARR-FA9B8452A0756C97966F1D3F,COMP-4D08EC58743327BA,ART-335434055BEA1E41,2024-05-09,3774000000,$3.585B - $3.963B,USD,True
ARR-7E29447CA5F9E64D2FA4F242,COMP-A5A4E8E5266709E9,ART-DD49DC891B4FE76C,2024-06-21,1725000000,$1725.0 million,USD,False
ARR-BF1B6CBE5BFA311F974DC027,COMP-A5A4E8E5266709E9,ART-FE7D279E2455DDAA,2024-05-01,1725000000,$1.725B,USD,False
ARR-9B3ECC83137AE0C0C8CFD260,COMP-088472395B269710,ART-8869355C333DEFDB,2024-08-13,58500000000,$58500.0M,USD,False
ARR-3E05E458BA025B7D12710D11,COMP-11F3242118FF2ADD,ART-079434A7829E77E4,2024-07-25,82290000000,"$82,290,000,000",USD,False
ARR-FEB3F4EBD17B2592D0EAE447,COMP-D3E00D24B34937E8,ART-6920D03B2AFB57A0,2024-12-20,102600000000,$102.600 billion,USD,False
ARR-D27B126F8E5320E914D33922,COMP-6D785501E2B59644,ART-56D4759D30C32182,2023-01-18,6600000000,"€6,000,000,000",EUR,False
ARR-888D4AE638585A55BEC5FF5B,COMP-088472395B269710,ART-A9184889F97D635E,2024-06-20,54000000000,"£42,519,685,039",GBP,False
ARR-1F4F7C841B57E144DA56844F,COMP-296ABB15D702EA5D,ART-1315218F4C894C4E,2023-12-27,1250000000,$1.188B - $1.312B,USD,True
ARR-A2A8EC83946B6B9D077D4639,COMP-7AD8A9012E991995,ART-5685471BE240C531,2024-05-21,388000000,$388.0 million,USD,False
ARR-18C5554410516EC80EAB50EB,COMP-B780A23B530EF6BB,ART-E3422DFD209B038E,2024-01-09,602000000,$602.0M,USD,False
ARR-91E2280532B21481D3125109,COMP-FDA76B0BCC1E87CF,ART-4F652FC0D503F50F,2024-11-16,3612000000,$3.612 billion,USD,False
ARR-2056F9AAD99D39488F783B49,COMP-A19EE5A9FDC19109,ART-3A0362267D245274,2023-06-10,1600000000,1600.0M USD,USD,False
ARR-8AA30718A7FB1E3918C22525,COMP-54AADC94970AD31E,ART-05052C124FA520A9,2024-12-12,2691000000,"€2,446,363,636",EUR,False
ARR-3814A4CA9E981E23E4715BF3,COMP-D7B6461815275268,ART-6E747E4F504D3DB2,2023-10-22,900000000,"£708,661,417",GBP,False
ARR-A230F246BA3D6BEB9CEB519D,COMP-F1905B7E8DD98927,ART-6163A15972F5EE65,2024-06-03,35360000000,"¥5,304,000,000,000",JPY,False
ARR-F373A52250B6A65525E572EF,COMP-2D3DAD417C3B2CB2,ART-8E1D7985B064FD75,2024-07-21,3168000000,$3.010B - $3.326B,USD,True
ARR-B4A67B4DAFA17726D5C74080,COMP-A19EE5A9FDC19109,ART-2B16D42A3FD4408E,2023-02-07,1450000000,$1450.0 million,USD,False
ARR-B685B40C8BD0C7196DF798F9,COMP-3DA36D688D43678F,ART-67A768DF0E4016FF,2024-10-10,1307000000,"$1,307,000,000",USD,False
ARR-33DA787EE067A1CBD9EADFAC,COMP-2D3DAD417C3B2CB2,ART-21FC9E2AED364502,2022-05-09,1700000000,$1.700 billion,USD,False
ARR-A39E43EB28E2404544028F1E,COMP-A5B966CDCB605CA4,ART-1BD911377EBD3658,2024-12-14,1647000000,1647.0M USD,USD,False
ARR-9073F762C1F149F459CD7ECB,COMP-F4E821747C88DE40,ART-167E42DE024FA18E,2023-06-21,7600000000,"€6,909,090,909",EUR,False
ARR-8682D955E3BCADC53C3EDABD,COMP-A19EE5A9FDC19109,ART-A6A4192E9F7B3D87,2024-01-09,2250000000,"¥337,500,000,000",JPY,False
ARR-332841DF833187A1CAEF4855,COMP-088472395B269710,ART-C90978302D798F0F,2024-01-24,49500000000,$49500.0 million,USD,False
ARR-8131DBA0FCF21CB8338F1D85,COMP-FDA76B0BCC1E87CF,ART-1283F4C92F0BC29A,2024-05-08,3388000000,$3.388B,USD,False
ARR-FB9D4CAB23283A9CBF1AE82C,COMP-65AAA4A1B46C7F71,ART-D2963FB9769E872E,2024-10-04,1156000000,$1156.0M,USD,False
ARR-14BF60F89377D77A6E1FFDBF,COMP-F0C6ACFF24BC7941,ART-40E922018F0F3ED5,2023-05-12,1700000000,"$1,700,000,000",USD,False
ARR-324EBD79055FBC2BE165A8AE,COMP-A5B966CDCB605CA4,ART-E04D5F881F8F0C9E,2024-04-18,1499000000,$1.499 billion,USD,False
ARR-AA7D8EFB3641F540ADC0455C,COMP-4D08EC58743327BA,ART-94CF558CDC496E71,2022-05-19,1820000000,1820.0M USD,USD,False
ARR-87E6B320CC7BFEECB33A8FB3,COMP-7AD8A9012E991995,ART-357BD9EBBD923719,2024-12-12,407000000,"€370,000,000",EUR,False
ARR-24445DFB62FF97ADE1CD6F43,COMP-A5A4E8E5266709E9,ART-484379EE67B18C4E,2022-11-16,1130000001,"£889,763,780",GBP,False
ARR-996E433C8222921661AE70B5,COMP-11F3242118FF2ADD,ART-6A0BF5BF340BD064,2024-07-20,82290000000,"¥12,343,500,000,000",JPY,False
ARR-A7DBF692C4C091076441CBDC,COMP-F0C6ACFF24BC7941,ART-F0113554513257B7,2024-02-05,1785000000,$1.696B - $1.874B,USD,True
ARR-B567ACC3B95BDD12E5F17CBD,COMP-54AADC94970AD31E,ART-2DAE6FE5978EDAB9,2024-05-23,2484000000,$2484.0 million,USD,False
ARR-0F6B63D3871D43A07F07B6AB,COMP-D3E00D24B34937E8,ART-DE0131664383CBDC,2024-10-23,102600000000,$102.600B,USD,False
ARR-05CB0A8261F2AA8264EF7E2C,COMP-6D785501E2B59644,ART-B75BDAD8DA6820E9,2024-01-18,7878000000,$7878.0M,USD,False
ARR-859D9214811873FB36CD3E61,COMP-F4E821747C88DE40,ART-E29F2B141ABDDB41,2023-12-22,8500000000,$8.500 billion,USD,False
ARR-F608E2FEDDB9DE450AE1D4FE,COMP-296ABB15D702EA5D,ART-84026FC5794D02BE,2024-04-25,1350000000,1350.0M USD,USD,False
ARR-B7B9EF524EA19D64EAF49EFF,COMP-4D08EC58743327BA,ART-E3B534F75F936F3D,2024-10-25,3910000001,"€3,554,545,455",EUR,False
ARR-82565C7FADF974E078F1FEA3,COMP-D3E00D24B34937E8,ART-F13AA8A2BC26A4BD,2024-05-25,98800000001,"£77,795,275,591",GBP,False
ARR-82C0F99ABF75B380DA371C07,COMP-7AD8A9012E991995,ART-9F741CE256B5FABA,2024-04-08,388000000,"¥58,200,000,000",JPY,False
ARR-D900DEE1F52F977479FDBBB2,COMP-B780A23B530EF6BB,ART-AC7F41E751E50370,2024-10-03,1034000000,$0.982B - $1.086B,USD,True
ARR-BE70AE3D3452B5566112D29C,COMP-FDA76B0BCC1E87CF,ART-F1564C5C833DFDFC,2024-07-08,3388000000,$3388.0 million,USD,False
ARR-56BC8D1A9256B1AD103548C5,COMP-D3E00D24B34937E8,ART-D11FF48859CFDD2B,2024-09-27,100700000000,$100.700B,USD,False
ARR-B0BBE681A0B656FED2C66854,COMP-11F3242118FF2ADD,ART-EDA8215A3C4DBFD7,2024-09-22,82290000000,$82290.0M,USD,False
ARR-48A6495C685D1F1F1AF1F85E,COMP-54AADC94970AD31E,ART-C08FD15E427542F1,2024-03-05,2392000000,"$2,392,000,000",USD,False
ARR-FECDFB4B4369962E06F8232A,COMP-11F3242118FF2ADD,ART-6BBF74E8AD405675,2024-05-19,80730000000,$80.730 billion,USD,False
ARR-38FEF21A18A64F4DAAD9733E,COMP-D7B6461815275268,ART-6B308D7A703655A3,2022-05-28,610000000,610.0M USD,USD,False
ARR-39E03720D8108A166A29D127,COMP-F1905B7E8DD98927,ART-AAB49E36E7C368BE,2024-10-08,37400000000,"€34,000,000,000",EUR,False
ARR-D8AC05DC0B978B97FC00E732,COMP-2D3DAD417C3B2CB2,ART-FB8A0C8B7CB8A14A,2024-10-02,3480000000,"£2,740,157,480",GBP,False
ARR-7FA38DB5DC572AFD1D254D11,COMP-EFD12553D6A4F7E5,ART-6E25CF4D8475ED25,2023-07-06,94000000000,"¥14,100,000,000,000",JPY,False
ARR-3F1D21BBA08C87DE59EF5EE1,COMP-3DA36D688D43678F,ART-A4A23E040F6F7839,2024-04-13,1026000000,$0.975B - $1.077B,USD,True
ARR-4227F0107DBD78C895B52D8E,COMP-A5B966CDCB605CA4,ART-EEE25B0C816FC0A2,2024-12-23,1647000000,$1647.0 million,USD,False
ARR-269F7C1441F8FC2D01794EC9,COMP-F4E821747C88DE40,ART-9AA7D1C324F4FD7A,2024-02-17,8925000000,$8.925B,USD,False
ARR-C0FEC361D57780021685390C,COMP-D7B6461815275268,ART-F5D5DDAF3C72BE0F,2024-05-06,1044000000,$1044.0M,USD,False
ARR-18D8A64C6A9272A9DB7314CF,COMP-D7B6461815275268,ART-3A23B5CB4C519332,2023-09-14,880000000,"$880,000,000",USD,False
ARR-70071767C9EF7A570B4681D1,COMP-A19EE5A9FDC19109,ART-D4459C202C65F687,2024-04-04,2790000000,$2.790 billion,USD,False
ARR-1078C4E7CC8BFE2A6C22CFF7,COMP-088472395B269710,ART-DA9C2CEF12A3E001,2024-10-14,62100000000,62100.0M USD,USD,False
ARR-B6BE3C0A2213CDEC45E6058F,COMP-65AAA4A1B46C7F71,ART-B0AC4D696035E006,2023-01-14,790000000,"£622,047,244",GBP,False
ARR-E789791FCA84A5FD97C34FBC,COMP-A5A4E8E5266709E9,ART-D0D8129350EF3926,2024-12-19,1950000000,$1950.0 million,USD,False
ARR-44B309C96787334FE0FAF1D5,COMP-4D08EC58743327BA,ART-232F6E689762BFEC,2024-07-21,3774000000,$3.774B,USD,False
ARR-38D201FF82A306E5CC0BDF80,COMP-A5A4E8E5266709E9,ART-4305DFF08372CFB1,2024-05-07,1725000000,$1.725 billion,USD,False
ARR-730D5B7523F636A1436C68CF,COMP-A5A4E8E5266709E9,ART-D07E69229E3B03E5,2024-08-11,1830000000,1830.0M USD,USD,False
ARR-FF05674331426357FCD7F407,COMP-11F3242118FF2ADD,ART-8536D2317010182F,2023-10-18,78000000000,"€70,909,090,909",EUR,False
ARR-B80EB3A1B70F1904FE209D96,COMP-D3E00D24B34937E8,ART-DA4E09C75CE5E196,2023-04-02,88500000000,"£69,685,039,370",GBP,False
ARR-A4E0B298B82BA3376D835DCD,COMP-6D785501E2B59644,ART-54AAD318F71E402D,2023-07-02,7400000000,"¥1,110,000,000,000",JPY,False
ARR-94E0EB0827319AB1491D655B,COMP-296ABB15D702EA5D,ART-A08A5E9735D95CEA,2024-08-26,1400000000,$1.330B - $1.470B,USD,True
ARR-B5375D01890670B55000B75C,COMP-088472395B269710,ART-CBDDA10936A05A84,2024-10-09,62100000000,$62.100B,USD,False
ARR-31F753F0842F2681CD3CC8E7,COMP-B780A23B530EF6BB,ART-C2EB33EDCEB9367E,2024-02-26,602000000,$602.0M,USD,False
ARR-0C038DE003D2FDD3B6179684,COMP-FDA76B0BCC1E87CF,ART-1A512AABEB3D799A,2024-08-15,3388000000,"$3,388,000,000",USD,False
ARR-47DD07622ABE46B6A2CBCB1A,COMP-54AADC94970AD31E,ART-06C76E60CCB0A663,2023-08-16,2100000000,$2.100 billion,USD,False
ARR-7F6150EB038A74A3DC6A1EFC,COMP-D7B6461815275268,ART-C0E7EDAAFA5A75B8,2024-11-12,1215000000,1215.0M USD,USD,False
ARR-B79877C062CD9CD50BD5F4E3,COMP-F1905B7E8DD98927,ART-1ED23D3AACCE1E99,2024-06-17,35360000000,"€32,145,454,545",EUR,False
ARR-929D584825C8DF13C3CA6866,COMP-EFD12553D6A4F7E5,ART-9C5C2E936D89EBB3,2023-01-05,82000000000,"¥12,300,000,000,000",JPY,False
ARR-6C9C65B296357CEC6425D4C3,COMP-088472395B269710,ART-897C4D819B167A73,2023-05-08,40500000000,$38.475B - $42.525B,USD,True
ARR-050015B47CCDFBA987BC7D15,COMP-3DA36D688D43678F,ART-3882D439828FFD75,2024-05-25,1026000000,$1026.0 million,USD,False
ARR-EA033ECA064460BB4577C0E2,COMP-A19EE5A9FDC19109,ART-FC33157C74C0C89F,2024-10-28,4050000000,$4.050B,USD,False
ARR-A580128F2B866F55A6E76F10,COMP-A19EE5A9FDC19109,ART-8465C0E8F5F109E6,2024-10-02,4050000000,$4050.0M,USD,False
ARR-9178FAFBF30BA4C11CAA119C,COMP-A5B966CDCB605CA4,ART-D4D2F8E7F0821ADD,2024-11-03,1647000000,"$1,647,000,000",USD,False
ARR-47C468CD4F374A74EA2C8311,COMP-F4E821747C88DE40,ART-7EBEA4B7D8C5B7CC,2023-01-23,7000000000,$7.000 billion,USD,False
ARR-767FA903CE1643E0758C5A6E,COMP-A19EE5A9FDC19109,ART-56E6E9C0E7C66F6D,2024-07-15,3420000000,3420.0M USD,USD,False
ARR-7BAED288EE6C7C4B5A7F408C,COMP-2D3DAD417C3B2CB2,ART-B8BAED05387F9051,2024-12-26,3480000000,"£2,740,157,480",GBP,False
ARR-71DF66246484D2E7FFA92FFC,COMP-088472395B269710,ART-5976A90A994CBBAB,2024-08-13,58500000000,"¥8,775,000,000,000",JPY,False
ARR-F45CB09B81942E1E55A60BA6,COMP-65AAA4A1B46C7F71,ART-2D0DB0DF573A8FE9,2024-02-16,1019000000,$0.968B - $1.070B,USD,True
ARR-A8493EF35E2BA3A925620F31,COMP-F0C6ACFF24BC7941,ART-6AA923D676F571EE,2023-04-02,1560000000,$1560.0 million,USD,False
ARR-2EB1B81DB52C784F3CF06B6D,COMP-4D08EC58743327BA,ART-4B8D35DB69862492,2024-07-28,3774000000,$3.774B,USD,False
ARR-976037BDF419500A6FFC5C92,COMP-11F3242118FF2ADD,ART-04DABEAB4BD230A8,2024-03-12,79170000000,"$79,170,000,000",USD,False
ARR-A1CEC2E172EA3EB2EAFEF48E,COMP-FDA76B0BCC1E87CF,ART-E31AA154DAFA4B06,2022-07-22,2050000000,2050.0M USD,USD,False
ARR-F62546236DA08EB5B2A24DED,COMP-A5B966CDCB605CA4,ART-CF27C7492B560D97,2024-03-06,1431000001,"£1,126,771,654",GBP,False
ARR-8E392FFA808EE06091A59DF2,COMP-296ABB15D702EA5D,ART-722ACDB043CBC813,2022-07-18,1030000000,"¥154,500,000,000",JPY,False
ARR-7A3CD7BBD7B2FA4F436CABE9,COMP-7AD8A9012E991995,ART-B152BAD1B6FDAAA2,2024-04-08,388000000,$368.6M - $407.4M,USD,True
ARR-D9CBBB2A9C42F0063CB605ED,COMP-B780A23B530EF6BB,ART-8DD81AF12B97EAE7,2023-08-11,430000000,$430.0 million,USD,False
ARR-D5232FA64898106C7E4A9C93,COMP-FDA76B0BCC1E87CF,ART-38585B9DA0CD0AB2,2024-07-08,3388000000,$3.388B,USD,False
ARR-DC1B479A58181CCF74793867,COMP-7AD8A9012E991995,ART-3DBD977147FF653D,2024-07-04,399000000,$399.0M,USD,False
ARR-D142CA867B71C31B716106AB,COMP-F0C6ACFF24BC7941,ART-E733689845039F0E,2024-03-08,1785000000,"$1,785,000,000",USD,False
ARR-A6EAAAED416533236388A816,COMP-54AADC94970AD31E,ART-E7EEC00EE63BE32A,2024-03-26,2392000000,$2.392 billion,USD,False
ARR-871AD0E3066C72088CE659DB,COMP-F4E821747C88DE40,ART-84DDEBF7E974855E,2024-12-12,9945000000,9945.0M USD,USD,False
ARR-D74BECE8081A87B1A38AE7CA,COMP-54AADC94970AD31E,ART-AAC3B59FCD3CEB6B,2024-08-27,2576000000,"€2,341,818,182",EUR,False
ARR-0E21EB20FD9877D66C4DC9A9,COMP-D7B6461815275268,ART-03BD40AA14588076,2024-12-21,1215000000,"£956,692,913",GBP,False
ARR-DFBEE2989352FB284396DAE3,COMP-F1905B7E8DD98927,ART-8BEDBCABEBAE8419,2024-02-28,34680000000,"¥5,202,000,000,000",JPY,False
ARR-DC13EC5BECE2111FDBA2761A,COMP-2D3DAD417C3B2CB2,ART-D62E267414B52604,2024-02-25,2640000000,$2.508B - $2.772B,USD,True
ARR-241DF14A2D7DC37BD01330D1,COMP-EFD12553D6A4F7E5,ART-4C62FBBC01131BB9,2024-07-01,98880000000,$98.880B,USD,False
